0001.mp4, -1, -1, 1.213
0002.mp4, -1, -1, 1.293
0003.mp4, -1, -1, 1.293
0004.mp4, -1, -1, 1.293
0005.mp4, -1, -1, 1.320
0006.mp4, -1, -1, 1.339
0007.mp4, -1, -1, 1.426
0008.mp4, -1, -1, 1.426
0009.mp4, -1, -1, 1.446
0010.mp4, -1, -1, 1.452
0011.mp4, -1, -1, 1.481
0013.mp4, -1, -1, 1.525
0017.mp4, -1, -1, 1.577
0018.mp4, -1, -1, 1.585
0019.mp4, -1, -1, 1.585
0021.mp4, -1, -1, 1.592
0023.mp4, -1, -1, 1.609
0024.mp4, -1, -1, 1.612
0025.mp4, -1, -1, 1.612
0026.mp4, -1, -1, 1.612
0027.mp4, -1, -1, 1.612
0029.mp4, -1, -1, 1.625
0031.mp4, -1, -1, 1.625
0032.mp4, -1, -1, 1.625
0033.mp4, -1, -1, 1.625
0034.mp4, -1, -1, 1.652
0035.mp4, -1, -1, 1.658
0037.mp4, -1, -1, 1.665
0038.mp4, -1, -1, 1.673
0041.mp4, -1, -1, 1.691
0044.mp4, -1, -1, 1.696
0045.mp4, -1, -1, 1.705
0046.mp4, -1, -1, 1.718
0050.mp4, -1, -1, 1.732
0051.mp4, -1, -1, 1.737
0053.mp4, -1, -1, 1.758
0055.mp4, -1, -1, 1.758
0056.mp4, -1, -1, 1.761
0057.mp4, -1, -1, 1.771
0058.mp4, -1, -1, 1.771
0059.mp4, -1, -1, 1.791
0060.mp4, -1, -1, 1.797
0062.mp4, -1, -1, 1.801
0063.mp4, -1, -1, 1.803
0064.mp4, -1, -1, 1.803
0065.mp4, -1, -1, 1.824
0066.mp4, -1, -1, 1.824
0067.mp4, -1, -1, 1.824
0068.mp4, -1, -1, 1.839
0069.mp4, -1, -1, 1.839
0070.mp4, -1, -1, 1.843
0072.mp4, -1, -1, 1.857
0074.mp4, -1, -1, 1.857
0075.mp4, -1, -1, 1.857
0076.mp4, -1, -1, 1.857
0077.mp4, -1, -1, 1.875
0079.mp4, -1, -1, 1.877
